Row,Registration,Zipcode,Age,Partner_company,Friend_promo,Contract_period,Lifetime,Class_registration_weekly,Avg_additional_charges_total,Cancellation_freq,Exited,
14551,2559718,57328,36,1,0,6,2,2.62,122.65,0.25,0,
14552,2559822,57328,62,1,0,12,3,1.27,188.6666667,0.06,0,
14553,2560006,29941,29,0,1,1,6,2.41,195.02,0.03,0,
14554,2560015,57328,35,1,0,1,7,0.6,220,0,0,
14555,2560084,33726,37,0,0,1,5,0.13,215.71,0,1,
14556,2560104,33726,60,0,0,1,2,0.24,61.64,0,1,
14557,2560414,57328,28,0,1,12,2,2.17,196.1,0,0,
14558,2560605,29941,28,0,1,12,4,1.82,67.64,0.12,0,
14559,2560680,57328,39,0,0,1,4,0.76,9.4,0.26,1,
14560,2560798,57328,23,1,0,12,4,2.33,201.63,0.33,0,
14561,2560832,29941,35,0,0,6,5,2.66,101.2,0.21,0,
14562,2560977,29941,60,0,0,12,5,0.52,169.83,0.28,1,
14563,2561001,57328,25,0,1,6,4,1.29,183,0,0,
14564,2561691,33726,60,0,0,1,2,1.38,125.4,0.1,1,
14565,2561842,29941,67,0,1,12,5,0.92,124.02,0.02,0,
14566,2561911,57328,42,1,1,1,1,0.19,244.72,0.16,1,
14567,2562076,57328,44,0,1,12,5,0.87,143.82,0.05,0,
14568,2562092,29941,31,1,1,1,2,0.47,207.76,0.1,1,
14569,2562159,57328,36,1,0,6,7,1.46,191.6666667,0.02,0,
14570,2562275,29941,34,1,0,12,11,0.71,157.3,0,0,
14571,2562517,29941,53,1,1,1,6,1.04,126.96,0.34,1,
14572,2562584,29941,33,1,0,12,11,3.35,120.9,0.36,0,
14573,2562659,29941,32,0,1,6,7,1.84,178,0.25,0,
14574,2562704,29941,30,0,1,6,2,0.93,198.22,0,0,
14575,2562813,57328,27,1,0,12,2,2.58,188.6666667,0.1,0,
14576,2562934,29941,31,1,0,12,1,1.81,252,0.08,0,
14577,2562942,29941,40,1,1,1,2,0.3,8.8,0.01,1,
14578,2563276,57328,37,0,1,12,7,1.45,183.15,0.16,0,
14579,2563384,29941,70,0,1,12,13,0.94,266.6666667,0.02,0,
14580,2563402,29941,36,1,1,1,3,1.12,116.5,0.28,1,
14581,2563423,57328,31,1,0,6,5,1.79,184,0.12,0,
14582,2563437,57328,44,0,0,1,3,0.44,108,0.17,1,
14583,2563441,29941,39,1,0,1,2,1.81,178.64,0.64,1,
14584,2563448,29941,29,0,0,6,5,1.9,248,0,0,
14585,2563713,29941,46,0,1,1,9,2.07,185.22,0.18,0,
14586,2563800,57328,37,0,0,12,6,1.03,245.44,0,0,
14587,2563940,29941,38,0,1,6,5,1.18,255.3333333,0.08,0,
14588,2563947,57328,41,1,0,1,19,0.89,100.98,0,0,
14589,2564015,33726,44,1,1,1,4,0.8,171.92,0.23,1,
14590,2564084,57328,33,0,1,6,5,4.02,150.15,0.23,0,
14591,2564272,57328,38,1,0,6,2,2.29,252,0,0,
14592,2564488,57328,47,0,1,1,4,0.94,230.3333333,0.01,0,
14593,2564582,29941,27,1,0,12,2,2.06,230,0.09,0,
14594,2564620,57328,42,0,1,12,4,0.8,218.89,0.04,0,
14595,2564808,29941,26,0,1,12,3,1.95,149.58,0,0,
14596,2564891,29941,32,0,0,1,2,0.99,104.37,0,0,
14597,2564990,29941,33,1,0,6,5,2.13,198,0.27,0,
14598,2565066,33726,32,1,1,12,4,1.43,159.63,0.38,1,
14599,2565069,29941,31,0,1,1,5,1.01,214.65,0.09,0,
14600,2565096,57328,26,1,0,6,5,1.95,215.3333333,0,0,
14601,2565179,29941,70,1,0,6,3,1.68,94.56,0.04,0,
14602,2565188,29941,35,1,0,12,6,1.33,230.3333333,0.15,0,
14603,2565190,29941,48,0,0,6,3,0.7,137.54,0.17,1,
14604,2565298,57328,45,1,0,12,5,1.63,253.12,0.11,0,
14605,2565306,29941,36,1,1,1,2,0.52,67.08,0.05,1,
14606,2565308,29941,30,1,0,1,5,2.09,109.35,0.05,0,
14607,2565428,29941,30,1,0,1,5,1.2,222.6666667,0.12,0,
14608,2565725,29941,32,1,0,6,4,2.37,220.3333333,0.16,0,
14609,2565929,29941,46,0,1,6,2,0,141.61,0,0,
14610,2566222,57328,34,0,1,12,4,0.58,211,0,0,
14611,2566300,29941,55,0,0,12,2,0.69,70.98,0.02,1,
14612,2566355,29941,36,0,0,1,2,0.97,98.28,0.33,1,
14613,2566407,57328,39,0,1,1,3,1.26,217.3333333,0.06,0,
14614,2566531,29941,46,1,0,1,6,2.1,142.41,0,0,
14615,2566585,29941,46,1,0,6,5,2.94,166.65,0.04,0,
14616,2566586,29941,48,0,1,1,7,0.98,216.32,0.03,0,
14617,2566617,57328,28,0,1,6,8,0.85,207.84,0.08,0,
14618,2566722,57328,38,0,1,6,3,2,224.6666667,0.22,0,
14619,2566939,29941,31,1,0,6,7,1.35,215,0.15,0,
14620,2567088,57328,24,1,0,6,6,0.94,253.3333333,0.08,0,
14621,2567267,57328,31,1,0,12,7,1.68,140.56,0.06,0,
14622,2567272,29941,42,1,0,12,3,2.09,198.94,0.21,0,
14623,2567281,29941,31,1,1,1,5,0.36,54.78,0.18,1,
14624,2567288,29941,37,1,0,1,5,1.21,102,0.05,0,
14625,2567349,29941,38,1,0,12,10,0,229.6666667,0,0,
14626,2567369,29941,36,0,1,1,9,0.55,204,0,0,
14627,2567421,57328,32,1,1,12,3,1.88,184.6666667,0.2,0,
14628,2567553,57328,23,0,1,12,2,0.73,195.65,0,0,
14629,2568183,57328,57,0,1,12,4,2.09,170.1,0.1,0,
14630,2568275,29941,39,0,0,1,5,0.34,197,0.08,1,
14631,2568423,57328,75,1,0,6,3,2.15,231.42,0.12,0,
14632,2568465,57328,30,0,1,1,2,2.54,231,0.08,0,
14633,2568536,29941,21,1,0,1,9,2.51,228,0.17,0,
14634,2568540,29941,34,0,1,1,4,0.4,63.92,0,0,
14635,2568639,57328,45,1,1,12,3,1.43,212.3333333,0.06,0,
14636,2568833,57328,32,0,1,12,6,1.87,222.18,0.02,0,
14637,2568836,57328,40,1,0,1,6,2.25,252.6666667,0.23,0,
14638,2569047,29941,31,1,0,12,3,1.59,190.23,0.19,0,
14639,2569152,57328,37,0,1,1,6,0.78,174.93,0,0,
14640,2569287,29941,32,1,1,1,2,0.87,140.25,0.3,1,
14641,2569369,29941,28,1,1,1,3,0.5,215.94,0.19,1,
14642,2569620,29941,35,0,1,6,3,1.36,142.48,0.09,0,
14643,2569683,57328,32,0,1,12,6,2.13,205.6666667,0.22,0,
14644,2569805,29941,31,1,0,6,14,1.5,234,0.04,0,
14645,2569881,57328,33,1,0,1,4,1.38,140.76,0.1,0,
14646,2569978,33726,32,0,0,1,2,1.09,65.36,0.16,1,
14647,2570059,29941,31,0,1,12,3,2.35,234.3333333,0.05,0,
14648,2570153,29941,45,1,0,12,6,2.1,144.48,0.15,0,
14649,2570326,29941,43,1,1,12,3,1.14,171.36,0.38,1,
14650,2570459,29941,34,0,1,12,3,2.28,180.84,0.05,0,
14651,2570645,29941,61,0,1,1,3,1.7,225.16,0.12,0,
14652,2571195,29941,31,0,1,12,9,1.19,264.6666667,0.11,0,
14653,2571261,57328,53,1,1,12,5,0,63.21,0,1,
14654,2571280,33726,48,1,1,12,1,1.49,84,0.14,1,
14655,2571314,33726,39,1,1,1,3,0.9,91.52,0.13,1,
14656,2571881,57328,41,1,0,6,5,1.28,113.88,0.14,0,
14657,2571895,57328,34,1,0,12,8,2.11,220.3333333,0.32,0,
14658,2572098,29941,68,1,0,1,5,1.46,189.63,0.1,0,
14659,2572314,57328,33,1,0,12,5,3.28,192,0.09,0,
14660,2572315,29941,37,1,1,1,1,1.36,147.49,0.43,1,
14661,2572318,29941,25,0,0,12,6,1.89,122.12,0.04,0,
14662,2572613,29941,55,0,1,6,1,0,73.95,0,1,
14663,2572663,29941,38,0,1,6,5,1.24,216.6666667,0.11,0,
14664,2572774,29941,50,1,0,12,2,0,127.49,0,1,
14665,2573076,57328,41,1,0,1,1,2.2,232.58,0.08,0,
14666,2573188,29941,29,0,0,12,3,1.44,198,0.05,0,
14667,2573202,57328,50,1,0,1,10,1.09,215.6666667,0.1,0,
14668,2573258,29941,66,0,1,1,5,1.45,255,0.35,1,
14669,2573460,29941,33,1,0,1,3,1.13,283.3333333,0,0,
14670,2573595,29941,29,0,1,12,4,1.46,175.43,0,0,
14671,2573610,29941,40,0,0,1,3,0.9,163.77,0.26,1,
14672,2573683,29941,29,0,1,1,3,0.29,183.04,0,0,
14673,2573790,29941,32,0,0,1,6,1.46,112.2,0.05,0,
14674,2573843,57328,37,1,0,12,5,1.28,212.8,0.04,0,
14675,2573864,29941,39,0,0,1,1,0.92,198.36,0.31,1,
14676,2574178,29941,28,0,1,12,10,0.9,283.3333333,0,0,
14677,2574227,29941,28,1,0,12,3,1.31,141.12,0,0,
14678,2574239,57328,28,0,1,12,3,1.79,218,0.09,0,
14679,2574445,29941,37,1,0,1,3,2.15,164.64,0.28,0,
14680,2574539,29941,48,1,1,12,4,1.29,196.9,0.33,1,
14681,2574612,57328,27,0,1,12,4,1.84,254.3333333,0.17,0,
14682,2574780,57328,30,1,0,6,14,1.83,176.25,0,0,
14683,2575202,29941,54,0,0,12,4,0.25,117.39,0.11,1,
14684,2575297,29941,34,1,0,6,4,1.72,187.09,0.1,0,
14685,2575319,29941,36,1,0,12,4,0.06,257.6666667,0,0,
14686,2575568,29941,50,1,1,1,2,0.69,158.84,0.29,1,
14687,2575658,29941,38,0,1,12,10,1.59,221.3333333,0.14,0,
14688,2576016,29941,36,1,0,6,6,0.93,240,0.06,0,
14689,2576400,29941,58,0,1,12,5,0,235.6666667,0,0,
14690,2576595,29941,46,0,0,6,2,0,93.07,0,1,
14691,2576622,57328,24,1,0,12,9,0.24,68.85,0,0,
14692,2576629,29941,33,1,0,12,9,1.13,249.49,0,0,
14693,2576699,29941,26,0,1,6,2,1.13,181.89,0,0,
14694,2576855,29941,27,1,0,1,4,0.61,210.65,0.05,0,
14695,2576941,29941,33,0,0,1,3,1.49,148.4,0.5,1,
14696,2577010,29941,33,1,0,12,4,1.97,90.24,0.27,0,
14697,2577227,57328,53,1,0,12,8,1.62,206.6666667,0.08,0,
14698,2577295,57328,45,0,1,1,3,0.57,24.75,0.15,1,
14699,2577358,57328,37,1,0,1,10,2.22,199,0.16,0,
14700,2577424,29941,68,1,0,12,7,2.3,75.9,0.1,0,
14701,2577864,57328,32,1,0,12,3,2.06,266.3333333,0.07,0,
14702,2577876,57328,36,0,1,6,4,0,225.5,0,0,
14703,2577894,29941,21,0,1,1,9,2.63,136.17,0,0,
14704,2577990,57328,31,0,1,6,2,1.27,239.6666667,0.07,0,
14705,2578067,29941,36,1,1,1,3,2.29,160.27,0.86,1,
14706,2578132,57328,31,1,0,12,10,1.26,151.2,0.11,0,
14707,2578329,57328,44,1,0,1,3,2.04,228.96,0.07,0,
14708,2578353,57328,45,1,0,1,2,1.14,210,0.06,0,
14709,2578371,33726,37,1,1,12,1,0.72,189.9,0,0,
14710,2578423,57328,36,1,0,1,5,0.81,211.6666667,0,0,
14711,2578435,57328,43,1,0,1,7,1.64,162,0.06,0,
14712,2578455,29941,46,1,1,1,1,0.83,77.55,0,1,
14713,2578555,29941,20,1,0,12,8,0.72,216.3333333,0,0,
14714,2578738,57328,38,1,0,1,13,2.02,283.3333333,0.17,0,
14715,2578836,29941,22,1,0,6,7,1.07,218.3333333,0,0,
14716,2578968,29941,54,1,1,12,5,1.44,164.5,0.41,1,
14717,2579340,29941,41,0,1,12,3,1.29,233.6666667,0,0,
14718,2579350,29941,17,0,1,12,7,1.88,184.44,0.15,0,
14719,2579581,65232,41,0,0,1,4,0.55,185.76,0.05,1,
14720,2579622,57328,44,0,1,6,1,1.59,167.3333333,0,0,
14721,2579716,29941,67,1,1,1,6,1.02,184.08,0.31,1,
14722,2579956,29941,30,1,0,6,5,0.99,143.1,0.07,0,
14723,2580082,57328,29,1,0,12,3,1.03,283.3333333,0.05,0,
14724,2580091,29941,49,1,1,12,2,1.05,78.24,0.07,1,
14725,2580178,57328,35,0,1,12,6,1.13,181,0.05,0,
14726,2580181,57328,32,0,1,12,5,1.99,258.6666667,0.15,0,
14727,2580244,29941,39,1,1,1,3,0.12,47.2,0.01,1,
14728,2580393,57328,30,1,0,1,4,1.21,188.6666667,0.08,0,
14729,2580496,29941,36,0,1,6,3,2.19,239.3333333,0.02,0,
14730,2580531,57328,34,0,1,6,8,1.17,204,0.16,0,
14731,2580561,29941,43,0,0,1,5,0,117,0,1,
14732,2580731,29941,34,0,0,1,1,0.68,180,0.26,1,
14733,2580839,33726,55,1,1,12,3,1.12,71.76,0.17,1,
14734,2581239,57328,31,0,1,1,5,1.82,61.6,0,0,
14735,2581412,57328,25,1,0,6,10,1.38,257,0.12,0,
14736,2581676,33726,38,1,1,1,1,1.1,159.36,0.2,1,
14737,2581739,57328,26,1,0,12,5,1.07,139.5,0.03,0,
14738,2581850,57328,62,1,1,6,4,1.61,126.5,0.01,0,
14739,2581912,57328,42,1,0,1,5,1.81,117.03,0.25,0,
14740,2582122,29941,35,1,0,1,2,1.6,202,0.23,0,
14741,2582353,29941,32,0,1,12,2,0.25,245.3333333,0,0,
14742,2582467,57328,41,0,1,12,6,2.34,126.42,0.13,0,
14743,2582520,29941,38,0,1,6,2,2.54,242,0.14,0,
14744,2582672,29941,42,0,0,1,4,1.99,204,0.06,0,
14745,2582712,57328,26,1,0,12,2,1.17,183.54,0,0,
14746,2582836,57328,31,1,0,1,2,2.78,201.88,0.22,0,
14747,2583019,57328,50,1,1,12,4,0.73,83.23,0.17,1,
14748,2583219,29941,48,0,0,1,2,0.87,173.28,0.37,1,
14749,2583457,29941,34,1,0,12,7,1.64,133.98,0.21,0,
14750,2583542,57328,29,1,0,12,3,2.01,196,0.26,0,
14751,2583709,29941,38,1,0,12,11,1.09,196.35,0.02,0,
14752,2584199,33726,29,0,0,1,2,1.23,235.62,0.19,1,
14753,2584309,57328,45,0,1,12,1,2.32,155.82,0.17,0,
14754,2584415,57328,62,0,0,6,2,1.44,197.08,0.38,1,
14755,2584484,57328,30,0,1,12,6,1.52,201.3333333,0.03,0,
14756,2584567,29941,83,0,1,1,4,2.24,231.3333333,0.13,0,
14757,2584659,57328,35,1,0,1,4,1.83,236.6666667,0.02,0,
14758,2584680,57328,42,0,1,12,6,1.66,141.3,0.1,0,
14759,2584705,57328,32,1,0,12,2,0.41,245,0,0,
14760,2584985,57328,40,1,0,1,10,1.54,183.6666667,0.25,0,
14761,2585010,29941,46,1,1,1,4,2.4,157.53,0.72,1,
14762,2585084,57328,32,0,1,12,4,1.71,199.52,0,0,
14763,2585169,57328,44,1,0,12,13,1.22,260,0,0,
14764,2585177,29941,17,1,0,1,6,1.05,211.14,0,0,
14765,2585237,29941,27,0,1,12,3,3.56,211.6666667,0.17,0,
14766,2585356,57328,41,1,0,1,5,2.06,217,0.11,0,
14767,2585359,29941,45,1,0,12,7,1.91,227.6666667,0.18,0,
14768,2585695,29941,40,0,0,1,6,0.9,54.52,0.12,1,
14769,2585812,29941,30,0,1,6,5,0.85,238.14,0,0,
14770,2585885,29941,42,1,0,1,6,1.95,220,0.17,0,
14771,2586016,57328,30,1,1,12,6,0.27,240.3333333,0,0,
14772,2586237,57328,40,0,0,12,5,1.43,149,0,0,
14773,2586280,33726,44,0,0,1,2,1.54,164.73,0.15,1,
14774,2586409,57328,25,1,0,12,5,1.83,181.8,0.13,0,
14775,2586431,57328,33,0,1,1,5,2.42,129,0,0,
14776,2586506,33726,33,1,0,1,2,3.08,168.36,0.32,0,
14777,2586604,57328,33,0,1,12,3,2.77,143.5,0.19,0,
14778,2586739,57328,46,1,0,1,6,1.72,196.68,0.14,0,
14779,2587001,29941,32,0,1,1,4,2.83,226,0.23,0,
14780,2587282,57328,42,1,0,1,2,2.02,163.2,0.15,0,
14781,2587300,29941,64,0,0,1,2,0.78,63,0.03,1,
14782,2587314,29941,40,1,0,12,4,1.54,94.56,0.18,0,
14783,2587408,57328,32,0,0,1,2,2.33,146.85,0.14,0,
14784,2587447,29941,29,1,1,1,1,0.13,136.08,0.11,1,
14785,2587637,57328,21,1,0,6,2,1.49,195,0,0,
14786,2587996,57328,33,0,1,6,10,0.83,204.96,0.01,0,
14787,2588055,29941,35,1,0,12,3,2.06,226,0.05,0,
14788,2588185,29941,33,1,0,1,3,2.18,246.6666667,0.28,0,
14789,2588208,29941,28,0,0,1,4,0.98,141.96,0.43,1,
14790,2588481,29941,38,1,0,6,7,1.08,232.6666667,0.03,0,
14791,2588500,29941,37,1,0,12,5,1.64,100.3,0.17,0,
14792,2588583,29941,46,1,1,1,3,0.87,140.98,0.23,1,
14793,2588877,29941,24,1,0,1,2,2.08,175.91,0,0,
14794,2588891,29941,36,1,1,1,3,1.1,96,0.34,1,
14795,2589030,57328,33,0,1,6,5,0,214.65,0,0,
14796,2589103,29941,27,0,1,12,4,2.96,155.1,0,0,
14797,2589153,29941,48,1,1,12,1,0,170.4,0,1,
14798,2589242,29941,43,0,1,1,4,1.35,109.59,0,0,
14799,2589269,33726,58,0,0,1,2,0.5,170,0.07,1,
14800,2589440,57328,26,0,1,12,6,2.28,201.6666667,0,0,
14801,2589460,29941,41,1,0,6,3,3.26,223.6666667,0.32,0,
14802,2589639,33726,40,0,1,6,4,3.43,217,0.34,0,
14803,2589720,29941,28,1,0,6,5,0.46,235.3333333,0,0,
14804,2589853,57328,40,1,0,12,2,1.23,225.89,0.13,0,
14805,2589869,29941,33,1,1,6,4,1.98,241,0.3,0,
14806,2589906,57328,49,0,1,12,3,1.58,206.78,0,0,
14807,2589924,29941,33,0,1,12,1,2.48,248.6666667,0.13,0,
14808,2590013,29941,68,0,1,1,5,1.37,232,0.17,0,
14809,2590080,57328,35,0,1,1,7,0,197.6,0,0,
14810,2590119,29941,57,1,1,12,4,1.09,164.5,0.35,1,
14811,2590269,29941,35,1,1,12,5,3.08,261.6666667,0,0,
14812,2590329,29941,62,1,1,12,3,1.44,201.39,0.44,1,
14813,2590396,29941,54,0,1,6,8,0.51,220.6666667,0,0,
14814,2590573,57328,92,0,1,12,4,1.79,236.6666667,0.19,0,
14815,2590646,57328,23,1,0,12,5,2.14,218.6666667,0.16,0,
14816,2590647,57328,28,0,1,12,7,1.87,164,0.11,0,
14817,2590749,57328,32,1,0,12,11,1.91,185.92,0.31,0,
14818,2590958,57328,32,0,1,12,10,1.86,210,0,0,
14819,2590987,57328,41,0,0,1,11,2.27,235.6666667,0.14,0,
14820,2591132,33726,51,1,1,1,5,0.66,36.3,0.13,1,
14821,2591228,29941,50,1,1,1,4,0.78,169.6,0.26,1,
14822,2591249,29941,33,1,0,12,7,1.49,118.83,0.02,0,
14823,2591253,29941,57,1,0,12,9,2.61,171.41,0.04,0,
14824,2591264,57328,75,1,1,1,3,0.59,83.3,0.19,1,
14825,2591266,57328,43,0,0,1,2,1.29,192.96,0.47,1,
14826,2591376,29941,55,1,1,1,4,1.56,156.5,0.3,1,
14827,2591774,29941,42,1,0,12,3,2.13,261,0.23,0,
14828,2591785,57328,46,0,1,12,2,1.73,208.05,0,0,
14829,2591817,29941,31,1,0,12,8,0.6,164.5,0.04,0,
14830,2591953,57328,23,0,1,6,2,1.28,244.3333333,0.07,0,
14831,2591973,29941,80,1,0,1,7,1.72,191.33,0.17,0,
14832,2592027,29941,34,1,0,12,2,1.9,253.3333333,0.13,0,
14833,2592078,57328,38,0,1,6,3,0.76,192.08,0,0,
14834,2592110,57328,30,0,0,12,3,2.78,205.74,0.06,0,
14835,2592158,57328,26,0,1,12,3,1.32,139.65,0.14,0,
14836,2592304,29941,40,0,0,1,2,0.37,86.01,0.09,1,
14837,2592513,57328,49,0,0,1,5,1.77,191.95,0.53,1,
14838,2592680,57328,34,0,1,12,3,2.82,214.92,0.1,0,
14839,2592699,29941,50,1,0,12,3,1.3,93.12,0.09,0,
14840,2592877,57328,47,0,1,12,4,3.03,185.3333333,0,0,
14841,2592950,29941,50,0,0,1,2,1.66,151.74,0.41,1,
14842,2593148,29941,36,0,1,1,5,0.81,10.4,0.24,1,
14843,2593163,57328,51,0,1,1,7,1.66,194.04,0.02,0,
14844,2593222,57328,22,1,0,1,4,1.66,182.88,0.06,0,
14845,2593236,57328,40,0,1,6,5,0.79,188,0,0,
14846,2593280,29941,53,1,0,1,2,0.63,270.32,0.23,1,
14847,2593299,57328,32,0,1,6,5,0.93,227,0.04,0,
14848,2593616,57328,81,1,0,12,5,2.15,283.3333333,0,0,
14849,2593760,29941,33,1,1,1,2,1.57,121.44,0.58,1,
14850,2593956,29941,33,1,0,1,6,1.72,193,0.11,0,
14851,2594009,57328,36,0,1,6,3,1.48,211,0.14,0,
14852,2594165,57328,26,1,0,12,8,0.67,144.04,0,0,
14853,2594250,33726,40,1,1,1,1,1.39,143.82,0.2,1,
14854,2594292,29941,30,1,0,12,7,3.47,175.96,0.36,0,
14855,2594413,57328,37,1,0,12,5,1.75,248.6666667,0.02,0,
14856,2594473,29941,31,0,1,6,10,1.28,135,0,0,
14857,2594518,57328,29,0,0,6,1,1.42,143.64,0.04,0,
14858,2594524,57328,22,0,1,12,10,2.58,208.3333333,0.13,0,
14859,2594547,29941,51,1,1,12,3,0.44,106.21,0.1,1,
14860,2594637,57328,39,1,0,12,4,3.29,96.2,0.08,0,
14861,2594654,57328,48,0,0,1,2,0.46,123.84,0.18,1,
14862,2594798,33726,41,0,1,1,2,0.52,176.58,0.17,1,
14863,2594889,57328,47,1,0,12,8,0.84,217,0,0,
14864,2594893,29941,65,0,0,12,4,1.2,105.3,0.36,1,
14865,2594945,29941,46,1,0,1,2,0.71,42,0.26,1,
14866,2595081,29941,33,0,1,12,7,1.73,144.05,0,0,
14867,2595102,57328,34,1,0,6,6,1.83,272.16,0,0,
14868,2595108,57328,39,0,1,1,3,1.73,207.48,0.07,0,
14869,2595173,29941,26,0,1,1,8,2.31,203.49,0.07,0,
14870,2595266,57328,37,1,0,1,2,2.7,189.28,0.49,0,
14871,2595394,29941,42,0,0,1,2,1.07,79.98,0.2,1,
14872,2595494,29941,70,1,0,1,5,2.42,118.08,0.16,0,
14873,2595687,29941,23,0,1,1,7,2.21,152.68,0.18,0,
14874,2595899,29941,30,0,0,1,3,1.13,121.44,0.47,1,
14875,2595909,29941,24,1,1,12,9,0.72,235.3333333,0.03,0,
14876,2596131,57328,38,1,1,1,1,0.87,219.36,0.21,1,
14877,2596274,29941,52,1,0,1,5,0.83,215.05,0,0,
14878,2596373,29941,33,1,0,1,1,1.26,196.3333333,0.1,0,
14879,2596392,57328,27,1,0,12,3,1.28,152.88,0,0,
14880,2596490,33726,57,1,1,6,2,1.07,68.64,0.1,1,
14881,2596625,57328,22,0,1,12,4,3.13,207.27,0.21,0,
14882,2596689,57328,29,1,0,6,4,2.36,256.48,0.15,0,
14883,2596727,29941,33,1,0,12,7,2.45,174.15,0.07,0,
14884,2596776,57328,27,0,1,6,9,0.57,231.3333333,0,0,
14885,2596888,29941,27,1,0,1,3,1.5,222.32,0.11,0,
14886,2596917,29941,28,1,0,1,6,1.07,226,0.11,0,
14887,2596957,57328,39,1,0,6,4,1,211.3333333,0,0,
14888,2597036,29941,69,1,0,1,5,1.71,270,0.06,0,
14889,2597150,29941,43,1,1,6,4,1.72,127.68,0.1,0,
14890,2597315,57328,78,1,0,1,9,1.78,229.6666667,0.18,0,
14891,2597432,57328,46,1,0,12,3,1.77,205.3333333,0.13,0,
14892,2597530,57328,24,0,0,12,5,0.96,186.48,0,0,
14893,2597644,57328,37,0,1,6,5,3.58,85.1,0.23,0,
14894,2597933,29941,60,0,1,12,5,0.89,189,0,0,
14895,2598576,57328,34,1,0,1,2,0.55,201.39,0,0,
14896,2598654,57328,40,1,0,12,3,2.24,202.6666667,0.16,0,
14897,2598776,29941,34,0,1,6,4,2.89,144.72,0,0,
14898,2599000,57328,32,1,0,12,2,1.41,197.6666667,0.04,0,
14899,2599177,57328,27,0,1,12,5,2.61,200.6666667,0.16,0,
14900,2599273,29941,40,0,1,12,3,1.27,110.76,0.11,0,
14901,2599312,57328,27,1,0,12,3,1.4,140.8,0,0,
14902,2599375,29941,48,0,1,1,3,2.45,218.05,0.13,0,
14903,2599454,57328,26,0,1,1,8,1.13,174.99,0.02,0,
14904,2599503,57328,50,0,1,6,10,1.47,257.3333333,0.08,0,
14905,2599563,57328,30,0,1,1,5,1.57,228.3333333,0.16,0,
14906,2599573,57328,37,0,1,12,10,1.01,226.95,0.1,0,
14907,2599696,57328,39,1,0,1,4,2.11,228.6666667,0.36,0,
14908,2599805,57328,32,0,0,1,2,0.39,121.41,0.12,1,
14909,2599902,57328,71,1,0,12,3,1.79,217.25,0.16,0,
14910,2599909,57328,31,0,1,1,3,2.47,203.49,0,0,
14911,2600227,57328,34,0,1,12,5,1.75,174.6666667,0.01,0,
14912,2600793,29941,40,1,1,1,2,1.87,83.19,0.42,1,
14913,2600935,33726,61,1,1,6,2,1.29,96.2,0.16,1,
14914,2601187,57328,23,1,0,12,7,1.25,119.04,0.04,0,
14915,2601347,29941,28,0,1,12,5,2.27,138.15,0.13,0,
14916,2601358,57328,28,1,0,12,2,0.64,172.5,0,0,
14917,2601453,29941,50,0,1,1,2,3,207.48,0.56,0,
14918,2601535,57328,20,0,1,12,13,1.17,261.3333333,0.04,0,
14919,2601612,57328,29,0,1,1,4,2.47,179.6666667,0.1,0,
14920,2601847,29941,38,1,0,12,19,0.62,239,0,0,
14921,2601950,29941,55,1,0,12,1,0.24,51.5,0.13,1,
14922,2602062,57328,27,0,1,12,9,3.12,250.8,0.28,0,
14923,2602108,29941,38,1,0,12,2,0.8,222.3333333,0,0,
14924,2602277,57328,74,1,1,1,11,1.15,177.3333333,0,0,
14925,2602281,29941,35,0,0,1,7,1.16,188.76,0.2,1,
14926,2602305,29941,41,1,0,1,2,2.9,151.8,0.31,0,
14927,2602405,57328,41,1,0,1,7,1.28,87.89,0.17,0,
14928,2602650,57328,33,0,1,1,3,1.93,172.8,0.14,0,
14929,2602666,29941,48,0,0,1,2,0.13,196.1,0.06,1,
14930,2602884,57328,30,1,0,12,5,2.03,279,0.14,0,
14931,2603092,29941,41,1,0,12,4,1.86,150.28,0.12,0,
14932,2603144,29941,25,0,0,1,3,1.22,127.4,0.35,1,
14933,2603218,57328,53,0,1,12,2,2.12,196.3333333,0.04,0,
14934,2603379,57328,38,1,1,12,5,1.74,271.6666667,0.01,0,
14935,2603803,57328,22,1,0,1,4,1.22,134,0.04,0,
14936,2603865,57328,29,0,0,1,1,1.51,253.6666667,0.26,0,
14937,2603974,29941,25,1,0,12,11,1.77,172.25,0.11,0,
14938,2604042,29941,25,0,1,12,4,1.22,253.55,0.03,0,
14939,2604121,29941,40,0,0,1,6,1.41,53.5,0.08,1,
14940,2604313,57328,33,1,0,12,3,1.12,153.94,0.06,0,
14941,2604813,57328,26,1,1,12,3,0.45,235,0,0,
14942,2604863,57328,44,0,1,12,2,1.48,135.36,0.06,0,
14943,2604904,29941,51,0,0,1,2,2.06,95.06,0.65,1,
14944,2604913,29941,19,1,0,12,5,0.87,195.5,0,0,
14945,2604927,57328,39,0,1,12,9,1.43,172.32,0,0,
14946,2605015,29941,27,1,0,12,3,2.93,155.33,0.16,0,
14947,2605254,29941,37,1,1,12,2,1.19,241.6666667,0.03,0,
14948,2605558,29941,44,0,0,1,4,0.11,147.4,0.08,1,
14949,2605595,29941,52,1,1,1,3,2.27,35.69,0.33,1,
14950,2605765,57328,25,1,0,12,7,2.32,241.6666667,0.14,0,
14951,2606520,29941,25,1,1,12,3,1.72,188.6666667,0.18,0,
14952,2606557,57328,44,1,0,6,6,2.04,310.49,0.09,0,
